dateFixed,epi_week,no_of_cases,weekWithDay,delayedDate
2017-10-20,2017-W42,62,2017-W42-5,2017-11-03
2017-10-21,2017-W42,62,2017-W42-6,2017-11-04
2017-10-22,2017-W43,77,2017-W43-0,2017-11-05
2017-10-23,2017-W43,77,2017-W43-1,2017-11-06
2017-10-24,2017-W43,77,2017-W43-2,2017-11-07
2017-10-25,2017-W43,77,2017-W43-3,2017-11-08
2017-10-26,2017-W43,77,2017-W43-4,2017-11-09
2017-10-27,2017-W43,77,2017-W43-5,2017-11-10
2017-10-28,2017-W43,77,2017-W43-6,2017-11-11
2017-10-29,2017-W44,62,2017-W44-0,2017-11-12
2017-10-30,2017-W44,62,2017-W44-1,2017-11-13
2017-10-31,2017-W44,62,2017-W44-2,2017-11-14
2017-11-01,2017-W44,62,2017-W44-3,2017-11-15
2017-11-02,2017-W44,62,2017-W44-4,2017-11-16
2017-11-03,2017-W44,62,2017-W44-5,2017-11-17
2017-11-04,2017-W44,62,2017-W44-6,2017-11-18
2017-11-05,2017-W45,44,2017-W45-0,2017-11-19
2017-11-06,2017-W45,44,2017-W45-1,2017-11-20
2017-11-07,2017-W45,44,2017-W45-2,2017-11-21
2017-11-08,2017-W45,44,2017-W45-3,2017-11-22
2017-11-09,2017-W45,44,2017-W45-4,2017-11-23
2017-11-10,2017-W45,44,2017-W45-5,2017-11-24
2017-11-11,2017-W45,44,2017-W45-6,2017-11-25
2017-11-12,2017-W46,50,2017-W46-0,2017-11-26
2017-11-13,2017-W46,50,2017-W46-1,2017-11-27
2017-11-14,2017-W46,50,2017-W46-2,2017-11-28
2017-11-15,2017-W46,50,2017-W46-3,2017-11-29
2017-11-16,2017-W46,50,2017-W46-4,2017-11-30
2017-11-17,2017-W46,50,2017-W46-5,2017-12-01
2017-11-18,2017-W46,50,2017-W46-6,2017-12-02
2017-11-19,2017-W47,24,2017-W47-0,2017-12-03
2017-11-20,2017-W47,24,2017-W47-1,2017-12-04
2017-11-21,2017-W47,24,2017-W47-2,2017-12-05
2017-11-22,2017-W47,24,2017-W47-3,2017-12-06
2017-11-23,2017-W47,24,2017-W47-4,2017-12-07
2017-11-24,2017-W47,24,2017-W47-5,2017-12-08
2017-11-25,2017-W47,24,2017-W47-6,2017-12-09
2017-11-26,2017-W48,37,2017-W48-0,2017-12-10
2017-11-27,2017-W48,37,2017-W48-1,2017-12-11
2017-11-28,2017-W48,37,2017-W48-2,2017-12-12
2017-11-29,2017-W48,37,2017-W48-3,2017-12-13
2017-11-30,2017-W48,37,2017-W48-4,2017-12-14
2017-12-01,2017-W48,37,2017-W48-5,2017-12-15
2017-12-02,2017-W48,37,2017-W48-6,2017-12-16
2017-12-03,2017-W49,33,2017-W49-0,2017-12-17
2017-12-04,2017-W49,33,2017-W49-1,2017-12-18
2017-12-05,2017-W49,33,2017-W49-2,2017-12-19
2017-12-06,2017-W49,33,2017-W49-3,2017-12-20
2017-12-07,2017-W49,33,2017-W49-4,2017-12-21
2017-12-08,2017-W49,33,2017-W49-5,2017-12-22
2017-12-09,2017-W49,33,2017-W49-6,2017-12-23
2017-12-10,2017-W50,40,2017-W50-0,2017-12-24
2017-12-11,2017-W50,40,2017-W50-1,2017-12-25
2017-12-12,2017-W50,40,2017-W50-2,2017-12-26
2017-12-13,2017-W50,40,2017-W50-3,2017-12-27
2017-12-14,2017-W50,40,2017-W50-4,2017-12-28
2017-12-15,2017-W50,40,2017-W50-5,2017-12-29
2017-12-16,2017-W50,40,2017-W50-6,2017-12-30
2017-12-17,2017-W51,51,2017-W51-0,2017-12-31
2017-12-18,2017-W51,51,2017-W51-1,2018-01-01
2017-12-19,2017-W51,51,2017-W51-2,2018-01-02
2017-12-20,2017-W51,51,2017-W51-3,2018-01-03
2017-12-21,2017-W51,51,2017-W51-4,2018-01-04
2017-12-22,2017-W51,51,2017-W51-5,2018-01-05
2017-12-23,2017-W51,51,2017-W51-6,2018-01-06
2017-12-24,2017-W52,66,2017-W52-0,2018-01-07
2017-12-25,2017-W52,66,2017-W52-1,2018-01-08
2017-12-26,2017-W52,66,2017-W52-2,2018-01-09
2017-12-27,2017-W52,66,2017-W52-3,2018-01-10
2017-12-28,2017-W52,66,2017-W52-4,2018-01-11
2017-12-29,2017-W52,66,2017-W52-5,2018-01-12
2017-12-30,2017-W52,66,2017-W52-6,2018-01-13
2018-01-07,2018-W01,83,2018-W01-0,2018-01-21
2018-01-08,2018-W01,83,2018-W01-1,2018-01-22
2018-01-09,2018-W01,83,2018-W01-2,2018-01-23
2018-01-10,2018-W01,83,2018-W01-3,2018-01-24
2018-01-11,2018-W01,83,2018-W01-4,2018-01-25
2018-01-12,2018-W01,83,2018-W01-5,2018-01-26
2018-01-13,2018-W01,83,2018-W01-6,2018-01-27
2018-01-14,2018-W02,68,2018-W02-0,2018-01-28
2018-01-15,2018-W02,68,2018-W02-1,2018-01-29
2018-01-16,2018-W02,68,2018-W02-2,2018-01-30
2018-01-17,2018-W02,68,2018-W02-3,2018-01-31
2018-01-18,2018-W02,68,2018-W02-4,2018-02-01
2018-01-19,2018-W02,68,2018-W02-5,2018-02-02
2018-01-20,2018-W02,68,2018-W02-6,2018-02-03
2018-01-21,2018-W03,54,2018-W03-0,2018-02-04
2018-01-22,2018-W03,54,2018-W03-1,2018-02-05
2018-01-23,2018-W03,54,2018-W03-2,2018-02-06
2018-01-24,2018-W03,54,2018-W03-3,2018-02-07
2018-01-25,2018-W03,54,2018-W03-4,2018-02-08
2018-01-26,2018-W03,54,2018-W03-5,2018-02-09
2018-01-27,2018-W03,54,2018-W03-6,2018-02-10
2018-01-28,2018-W04,45,2018-W04-0,2018-02-11
2018-01-29,2018-W04,45,2018-W04-1,2018-02-12
2018-01-30,2018-W04,45,2018-W04-2,2018-02-13
2018-01-31,2018-W04,45,2018-W04-3,2018-02-14
2018-02-01,2018-W04,45,2018-W04-4,2018-02-15
2018-02-02,2018-W04,45,2018-W04-5,2018-02-16
2018-02-03,2018-W04,45,2018-W04-6,2018-02-17
2018-02-04,2018-W05,48,2018-W05-0,2018-02-18
2018-02-05,2018-W05,48,2018-W05-1,2018-02-19
2018-02-06,2018-W05,48,2018-W05-2,2018-02-20
2018-02-07,2018-W05,48,2018-W05-3,2018-02-21
2018-02-08,2018-W05,48,2018-W05-4,2018-02-22
2018-02-09,2018-W05,48,2018-W05-5,2018-02-23
2018-02-10,2018-W05,48,2018-W05-6,2018-02-24
2018-02-11,2018-W06,50,2018-W06-0,2018-02-25
2018-02-12,2018-W06,50,2018-W06-1,2018-02-26
2018-02-13,2018-W06,50,2018-W06-2,2018-02-27
2018-02-14,2018-W06,50,2018-W06-3,2018-02-28
2018-02-15,2018-W06,50,2018-W06-4,2018-03-01
2018-02-16,2018-W06,50,2018-W06-5,2018-03-02
2018-02-17,2018-W06,50,2018-W06-6,2018-03-03
2018-02-18,2018-W07,28,2018-W07-0,2018-03-04
2018-02-19,2018-W07,28,2018-W07-1,2018-03-05
2018-02-20,2018-W07,28,2018-W07-2,2018-03-06
2018-02-21,2018-W07,28,2018-W07-3,2018-03-07
2018-02-22,2018-W07,28,2018-W07-4,2018-03-08
2018-02-23,2018-W07,28,2018-W07-5,2018-03-09
2018-02-24,2018-W07,28,2018-W07-6,2018-03-10
2018-02-25,2018-W08,38,2018-W08-0,2018-03-11
2018-02-26,2018-W08,38,2018-W08-1,2018-03-12
2018-02-27,2018-W08,38,2018-W08-2,2018-03-13
2018-02-28,2018-W08,38,2018-W08-3,2018-03-14
2018-03-01,2018-W08,38,2018-W08-4,2018-03-15
2018-03-02,2018-W08,38,2018-W08-5,2018-03-16
2018-03-03,2018-W08,38,2018-W08-6,2018-03-17
2018-03-04,2018-W09,51,2018-W09-0,2018-03-18
2018-03-05,2018-W09,51,2018-W09-1,2018-03-19
2018-03-06,2018-W09,51,2018-W09-2,2018-03-20
2018-03-07,2018-W09,51,2018-W09-3,2018-03-21
2018-03-08,2018-W09,51,2018-W09-4,2018-03-22
2018-03-09,2018-W09,51,2018-W09-5,2018-03-23
2018-03-10,2018-W09,51,2018-W09-6,2018-03-24
2018-03-11,2018-W10,37,2018-W10-0,2018-03-25
2018-03-12,2018-W10,37,2018-W10-1,2018-03-26
2018-03-13,2018-W10,37,2018-W10-2,2018-03-27
2018-03-14,2018-W10,37,2018-W10-3,2018-03-28
2018-03-15,2018-W10,37,2018-W10-4,2018-03-29
2018-03-16,2018-W10,37,2018-W10-5,2018-03-30
2018-03-17,2018-W10,37,2018-W10-6,2018-03-31
2018-03-18,2018-W11,37,2018-W11-0,2018-04-01
2018-03-19,2018-W11,37,2018-W11-1,2018-04-02
2018-03-20,2018-W11,37,2018-W11-2,2018-04-03
2018-03-21,2018-W11,37,2018-W11-3,2018-04-04
2018-03-22,2018-W11,37,2018-W11-4,2018-04-05
2018-03-23,2018-W11,37,2018-W11-5,2018-04-06
2018-03-24,2018-W11,37,2018-W11-6,2018-04-07
2018-03-25,2018-W12,36,2018-W12-0,2018-04-08
2018-03-26,2018-W12,36,2018-W12-1,2018-04-09
2018-03-27,2018-W12,36,2018-W12-2,2018-04-10
2018-03-28,2018-W12,36,2018-W12-3,2018-04-11
2018-03-29,2018-W12,36,2018-W12-4,2018-04-12
2018-03-30,2018-W12,36,2018-W12-5,2018-04-13
2018-03-31,2018-W12,36,2018-W12-6,2018-04-14
2018-04-01,2018-W13,24,2018-W13-0,2018-04-15
2018-04-02,2018-W13,24,2018-W13-1,2018-04-16
2018-04-03,2018-W13,24,2018-W13-2,2018-04-17
2018-04-04,2018-W13,24,2018-W13-3,2018-04-18
2018-04-05,2018-W13,24,2018-W13-4,2018-04-19
2018-04-06,2018-W13,24,2018-W13-5,2018-04-20
2018-04-07,2018-W13,24,2018-W13-6,2018-04-21
2018-04-08,2018-W14,38,2018-W14-0,2018-04-22
2018-04-09,2018-W14,38,2018-W14-1,2018-04-23
2018-04-10,2018-W14,38,2018-W14-2,2018-04-24
2018-04-11,2018-W14,38,2018-W14-3,2018-04-25
2018-04-12,2018-W14,38,2018-W14-4,2018-04-26
2018-04-13,2018-W14,38,2018-W14-5,2018-04-27
2018-04-14,2018-W14,38,2018-W14-6,2018-04-28
2018-04-15,2018-W15,38,2018-W15-0,2018-04-29
2018-04-16,2018-W15,38,2018-W15-1,2018-04-30
2018-04-17,2018-W15,38,2018-W15-2,2018-05-01
2018-04-18,2018-W15,38,2018-W15-3,2018-05-02
2018-04-19,2018-W15,38,2018-W15-4,2018-05-03
2018-04-20,2018-W15,38,2018-W15-5,2018-05-04
2018-04-21,2018-W15,38,2018-W15-6,2018-05-05
2018-04-22,2018-W16,56,2018-W16-0,2018-05-06
2018-04-23,2018-W16,56,2018-W16-1,2018-05-07
2018-04-24,2018-W16,56,2018-W16-2,2018-05-08
2018-04-25,2018-W16,56,2018-W16-3,2018-05-09
2018-04-26,2018-W16,56,2018-W16-4,2018-05-10
2018-04-27,2018-W16,56,2018-W16-5,2018-05-11
2018-04-28,2018-W16,56,2018-W16-6,2018-05-12
2018-04-29,2018-W17,55,2018-W17-0,2018-05-13
2018-04-30,2018-W17,55,2018-W17-1,2018-05-14
2018-05-01,2018-W17,55,2018-W17-2,2018-05-15
2018-05-02,2018-W17,55,2018-W17-3,2018-05-16
2018-05-03,2018-W17,55,2018-W17-4,2018-05-17
2018-05-04,2018-W17,55,2018-W17-5,2018-05-18
2018-05-05,2018-W17,55,2018-W17-6,2018-05-19
2018-05-06,2018-W18,74,2018-W18-0,2018-05-20
2018-05-07,2018-W18,74,2018-W18-1,2018-05-21
2018-05-08,2018-W18,74,2018-W18-2,2018-05-22
2018-05-09,2018-W18,74,2018-W18-3,2018-05-23
2018-05-10,2018-W18,74,2018-W18-4,2018-05-24
2018-05-11,2018-W18,74,2018-W18-5,2018-05-25
2018-05-12,2018-W18,74,2018-W18-6,2018-05-26
2018-05-13,2018-W19,62,2018-W19-0,2018-05-27
2018-05-14,2018-W19,62,2018-W19-1,2018-05-28
2018-05-15,2018-W19,62,2018-W19-2,2018-05-29
2018-05-16,2018-W19,62,2018-W19-3,2018-05-30
2018-05-17,2018-W19,62,2018-W19-4,2018-05-31
2018-05-18,2018-W19,62,2018-W19-5,2018-06-01
2018-05-19,2018-W19,62,2018-W19-6,2018-06-02
2018-05-20,2018-W20,63,2018-W20-0,2018-06-03
2018-05-21,2018-W20,63,2018-W20-1,2018-06-04
2018-05-22,2018-W20,63,2018-W20-2,2018-06-05
2018-05-23,2018-W20,63,2018-W20-3,2018-06-06
2018-05-24,2018-W20,63,2018-W20-4,2018-06-07
2018-05-25,2018-W20,63,2018-W20-5,2018-06-08
2018-05-26,2018-W20,63,2018-W20-6,2018-06-09
2018-05-27,2018-W21,64,2018-W21-0,2018-06-10
2018-05-28,2018-W21,64,2018-W21-1,2018-06-11
2018-05-29,2018-W21,64,2018-W21-2,2018-06-12
2018-05-30,2018-W21,64,2018-W21-3,2018-06-13
2018-05-31,2018-W21,64,2018-W21-4,2018-06-14
2018-06-01,2018-W21,64,2018-W21-5,2018-06-15
2018-06-02,2018-W21,64,2018-W21-6,2018-06-16
2018-06-03,2018-W22,52,2018-W22-0,2018-06-17
2018-06-04,2018-W22,52,2018-W22-1,2018-06-18
2018-06-05,2018-W22,52,2018-W22-2,2018-06-19
2018-06-06,2018-W22,52,2018-W22-3,2018-06-20
2018-06-07,2018-W22,52,2018-W22-4,2018-06-21
2018-06-08,2018-W22,52,2018-W22-5,2018-06-22
2018-06-09,2018-W22,52,2018-W22-6,2018-06-23
2018-06-10,2018-W23,75,2018-W23-0,2018-06-24
2018-06-11,2018-W23,75,2018-W23-1,2018-06-25
2018-06-12,2018-W23,75,2018-W23-2,2018-06-26
2018-06-13,2018-W23,75,2018-W23-3,2018-06-27
2018-06-14,2018-W23,75,2018-W23-4,2018-06-28
2018-06-15,2018-W23,75,2018-W23-5,2018-06-29
2018-06-16,2018-W23,75,2018-W23-6,2018-06-30
2018-06-17,2018-W24,55,2018-W24-0,2018-07-01
